trip_id,rider_id,zone,distance_km,duration_min,fare_amount,payment_mode,ride_date,surge_flag,hour,is_peak_hour,surge_flag_computed,zone_name,population_density,traffic_index,avg_speed_kmph,zone_type,traffic_level,traffic_level_encoded,age,gender,city,days_since_signup,avg_rating,avg_ride_distance,avg_ride_fare,ride_cancellation_rate,surge_trips_pct,trip_count
T00024,R0214,Zone_3,1.1,10.71,13.4,Cash,2023-01-10,1,11,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,20.0,Female,Kolkata,1443.0,4.53,6.793333333333333,113.61500000000001,0.009478672985781991,0.42857142857142855,6.0
T00025,R0272,Zone_2,10.62,56.33,170.34,UPI,2023-01-15,0,5,0,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,21.0,Male,Kolkata,2416.0,4.79,5.755714285714285,98.82285714285715,0.009237875288683603,0.25,7.0
T00026,R0045,Zone_3,5.87,48.76,86.71,Credit Card,2024-02-14,1,1,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,34.0,Other,Ahmedabad,1142.0,4.88,10.35375,185.4325,0.15841584158415842,0.6666666666666666,8.0
T00027,R0096,Zone_9,0.78,5.31,10.51,UPI,2023-01-12,0,20,1,0,Zone_9,11037,1.83,56.1,Mixed,Medium,1.0,40.0,Female,Kolkata,2434.0,4.46,5.482,70.99,0.02459016393442623,0.3333333333333333,5.0
T00028,R0191,Zone_1,6.26,58.43,134.46,UPI,2023-05-14,0,0,0,1,Zone_1,4921,2.43,30.9,Residential,High,2.0,33.0,Other,Surat,2204.0,4.56,7.5609090909090915,120.43727272727273,0.06818181818181818,0.5,11.0
T00029,R0197,Zone_6,7.04,42.69,72.84,Credit Card,2024-06-13,1,11,0,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,29.0,Female,Bengaluru,2149.0,3.87,7.108,96.998,0.18277310924369747,0.36363636363636365,10.0
T00030,R0284,Zone_1,10.25,74.75,216.17,Cash,2024-03-15,0,21,1,1,Zone_1,4921,2.43,30.9,Residential,High,2.0,28.0,Female,Surat,2584.0,4.95,7.986666666666667,132.48733333333334,0.13970588235294118,0.2857142857142857,6.0
T00031,R0251,Zone_1,7.27,44.39,170.59,Credit Card,2023-04-08,1,11,0,1,Zone_1,4921,2.43,30.9,Residential,High,2.0,46.0,Female,Mumbai,2418.0,4.48,7.6819999999999995,152.516,0.12149532710280374,0.6666666666666666,5.0
T00032,R0228,Zone_5,17.34,154.38,192.42,UPI,2023-11-30,1,16,0,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,21.0,Female,Pune,2292.0,4.84,9.647,168.805,0.0,0.4,4.0
T00033,R0083,Zone_10,5.41,34.07,133.62,Cash,2024-04-19,0,9,1,1,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,31.62815884476534,Female,Mumbai,1700.0,4.4,9.262,147.403,0.0819327731092437,0.5454545454545454,10.0
T00034,R0105,Zone_8,7.69,72.38,65.12,UPI,2024-06-21,1,15,0,0,Zone_8,4516,1.93,31.0,Business,Medium,1.0,31.0,Female,Jaipur,2159.0,3.69,7.933333333333334,108.42666666666666,0.025936599423631124,0.6923076923076923,12.0
T00035,R0221,Zone_4,7.49,44.42,120.494,Credit Card,2023-08-15,1,14,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,21.0,Female,Delhi,2052.0,4.41,7.34125,121.00425,0.009345794392523364,0.4444444444444444,8.0
T00036,R0081,Zone_1,6.59,49.9,125.55,Credit Card,2023-07-29,0,14,0,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,42.0,Other,Mumbai,1669.0,3.9,9.241999999999999,135.345,0.017391304347826087,0.2857142857142857,6.0
T00037,R0067,Zone_10,8.71,57.85,106.26,Cash,2024-06-07,1,18,1,0,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,32.0,Male,Pune,1495.0,3.38,8.697692307692307,141.93615384615384,0.025787965616045846,0.42857142857142855,13.0
T00038,R0026,Zone_1,10.71,65.12,172.96,Cash,2023-10-27,0,11,0,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,26.0,Female,Surat,2323.0,3.17,8.81,108.13222222222223,0.1111111111111111,0.4,9.0
T00039,R0077,Zone_5,14.7,144.74,322.96,Wallet,2024-03-07,1,22,0,1,Zone_5,2590,1.31,43.9,Business,Medium,1.0,28.0,Male,Mumbai,2546.0,3.79,10.489999999999998,171.39985714285714,0.1769041769041769,0.4,14.0
T00040,R0110,Zone_9,0.15,1.26,1.28,UPI,2024-08-15,1,19,1,0,Zone_9,11037,1.83,56.1,Mixed,Medium,1.0,31.62815884476534,Female,Kolkata,1300.0,4.43,8.205714285714285,134.95571428571427,0.12444444444444444,0.375,7.0
T00041,R0056,Zone_1,5.45,34.13,108.87,Cash,2024-02-24,0,2,0,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,40.0,Other,Hyderabad,2008.0,3.25,7.357777777777778,103.08777777777777,0.13829787234042554,0.6,9.0
T00042,R0120,Zone_4,5.76,45.5,57.73,Credit Card,2024-02-25,1,4,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,18.0,Other,Surat,2237.0,4.55,7.932857142857143,121.30285714285715,0.04807692307692308,0.625,7.0
T00043,R0178,Zone_2,12.69,71.08,174.11,Cash,2023-08-07,1,18,1,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,27.0,Male,Delhi,1930.0,3.13,9.037142857142857,148.64857142857142,0.12280701754385964,0.75,7.0
T00044,R0164,Zone_3,6.22,35.17,149.59,UPI,2024-04-02,0,6,0,1,Zone_3,12971,2.11,38.0,Business,High,2.0,37.0,Other,Ahmedabad,1513.0,4.02,8.392999999999999,146.54083333333332,0.092,0.38461538461538464,12.0
T00045,R0221,Zone_9,1.48,7.57,22.98,Credit Card,2024-07-11,1,20,1,0,Zone_9,11037,1.83,56.1,Mixed,Medium,1.0,21.0,Female,Delhi,2052.0,4.41,7.34125,121.00425,0.009345794392523364,0.4444444444444444,8.0
T00046,R0247,Zone_2,8.44,82.23,70.49,Cash,2023-08-13,0,8,1,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,37.0,Male,Bengaluru,1934.0,4.92,10.267692307692307,183.63923076923078,0.188,0.35714285714285715,13.0
T00047,R0207,Zone_1,7.83,61.12,158.67,Cash,2023-09-03,0,6,0,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,,,,,,,,,,
T00048,R0077,Zone_10,8.9,76.5,91.12,Wallet,2023-08-03,0,17,0,0,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,28.0,Male,Mumbai,2546.0,3.79,10.489999999999998,171.39985714285714,0.1769041769041769,0.4,14.0
T00049,R0115,Zone_6,2.8,27.94,33.7,UPI,2024-08-08,0,3,0,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,40.0,Female,Bengaluru,2370.0,4.4,7.434909090909091,129.63363636363636,0.08771929824561403,0.16666666666666666,11.0
T00050,R0010,Zone_3,16.6,90.94,193.05,Cash,2023-03-20,0,13,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,25.0,Female,Surat,1201.0,3.38,9.472222222222221,133.83444444444444,0.005747126436781609,0.4,9.0
T00051,R0230,Zone_3,6.38,47.94,95.38,Wallet,2023-07-18,1,17,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,32.0,Male,Chennai,1374.0,3.65,7.6885,113.5275,0.125,0.6666666666666666,8.0
T00052,R0032,Zone_1,7.06,36.36,101.01,UPI,2024-05-24,0,8,1,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,18.0,Female,Mumbai,1072.0,4.0,9.455714285714285,199.08571428571426,0.11214953271028037,0.5,7.0
T00053,R0082,Zone_3,3.5,24.24,60.44,Credit Card,2024-07-22,0,20,1,0,Zone_3,12971,2.11,38.0,Business,High,2.0,26.0,Other,Pune,1339.0,3.15,8.206666666666667,99.21999999999998,0.08363636363636363,0.0,3.0
T00054,R0228,Zone_7,3.34,32.09,80.26,UPI,2023-01-13,0,1,0,1,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,21.0,Female,Pune,2292.0,4.84,9.647,168.805,0.0,0.4,4.0
T00055,R0266,Zone_9,1.89,14.21,45.33,Credit Card,2024-01-23,1,19,1,1,Zone_9,11037,1.83,56.1,Mixed,Medium,1.0,29.0,Other,Chennai,2162.0,3.9,8.107777777777777,139.39177777777778,0.13131313131313133,0.6,9.0
T00056,R0158,Zone_3,6.03,42.1,137.35,Cash,2023-08-05,1,14,0,1,Zone_3,12971,2.11,38.0,Business,High,2.0,27.0,Male,Ahmedabad,2223.0,3.57,6.365,96.2175,0.13574660633484162,0.4,4.0
T00057,R0154,Zone_5,3.21,17.966,61.28,Wallet,2023-01-05,0,6,0,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,18.0,Other,Kolkata,2712.0,4.68,10.811384615384615,158.42461538461538,0.16916488222698073,0.35714285714285715,13.0
T00058,R0020,Zone_10,18.28,161.83,161.65,Cash,2024-01-26,1,11,0,0,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,35.0,Female,Chennai,2536.0,4.03,7.692857142857143,106.58,0.07636363636363637,0.875,7.0
T00059,R0043,Zone_10,1.44,8.19,13.38,UPI,2023-12-21,0,7,1,0,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,28.0,Male,Ahmedabad,1721.0,4.68,7.462222222222222,99.03955555555555,0.18604651162790697,0.3,9.0
T00060,R0146,Zone_4,2.36,17.35,27.83,UPI,2024-03-25,0,14,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,30.0,Male,Surat,2325.0,3.89,9.56857142857143,134.06714285714287,0.13580246913580246,0.125,7.0
T00061,R0235,Zone_8,5.99,44.78,54.34,Credit Card,2024-02-15,0,2,0,0,Zone_8,4516,1.93,31.0,Business,Medium,1.0,34.0,Other,Delhi,2019.0,4.06,6.95625,107.981,0.028070175438596492,0.2222222222222222,8.0
T00062,R0292,Zone_3,11.37,99.93,252.52,UPI,2023-04-04,1,13,0,1,Zone_3,12971,2.11,38.0,Business,High,2.0,37.0,Female,Jaipur,2251.0,4.39,8.817777777777778,126.43222222222224,0.13380281690140844,0.4,9.0
T00063,R0143,Zone_7,5.93,33.28,124.07,Wallet,2023-07-09,0,16,0,1,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,42.0,Other,Kolkata,1248.0,4.56,6.13875,107.58125,0.17333333333333334,0.3333333333333333,8.0
T00064,R0243,Zone_7,11.38,101.38,252.89,Cash,2023-02-10,1,3,0,1,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,33.0,Male,Jaipur,1298.0,3.7,7.876666666666666,143.84666666666666,0.03481012658227848,0.8571428571428571,6.0
T00065,R0215,Zone_7,3.07,22.86,73.11,UPI,2024-04-15,1,17,0,1,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,26.0,Female,Hyderabad,2372.0,3.24,3.63,74.42,0.10933940774487472,0.3333333333333333,5.0
T00066,R0207,Zone_3,8.3,56.278,184.22,Credit Card,2023-01-26,0,7,1,1,Zone_3,12971,2.11,38.0,Business,High,2.0,,,,,,,,,,
T00067,R0032,Zone_6,16.72,100.34,394.44,Wallet,2024-05-03,1,3,0,1,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,18.0,Female,Mumbai,1072.0,4.0,9.455714285714285,199.08571428571426,0.11214953271028037,0.5,7.0
T00068,R0211,Zone_6,3.16,20.03,65.53,UPI,2023-01-05,0,1,0,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,36.0,Female,Mumbai,1971.0,3.63,6.582857142857143,111.94485714285715,0.0389908256880734,0.375,7.0
T00069,R0077,Zone_10,10.1,58.97,178.77,Cash,2023-02-03,0,5,0,0,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,28.0,Male,Mumbai,2546.0,3.79,10.489999999999998,171.39985714285714,0.1769041769041769,0.4,14.0
T00070,R0156,Zone_9,9.03,63.18,120.06,Cash,2023-08-31,1,21,1,0,Zone_9,11037,1.83,56.1,Mixed,Medium,1.0,,,,,,,,,,
T00071,R0232,Zone_2,5.022,38.20399999999999,56.16,Wallet,2024-03-01,1,9,1,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,38.0,Male,Jaipur,1358.0,3.94,7.30476923076923,114.67999999999999,0.08670520231213873,0.5714285714285714,13.0
T00072,R0263,Zone_9,5.06,48.17,44.44,UPI,2023-07-21,1,3,0,0,Zone_9,11037,1.83,56.1,Mixed,Medium,1.0,31.0,Other,Chennai,2066.0,3.84,8.718333333333332,128.9725,0.07046979865771812,0.5384615384615384,12.0
T00073,R0025,Zone_9,13.66,115.24,116.48,Cash,2024-02-23,0,21,1,0,Zone_9,11037,1.83,56.1,Mixed,Medium,1.0,21.0,Female,Mumbai,1770.0,4.01,9.45,143.88600000000002,0.06976744186046512,0.16666666666666666,5.0
T00074,R0048,Zone_7,8.68,58.17,87.92,Wallet,2023-10-09,1,17,0,0,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,35.0,Male,Hyderabad,2645.0,3.02,5.826,101.256,0.004807692307692308,0.6666666666666666,5.0
T00075,R0008,Zone_5,1.94,14.17,31.82,Cash,2023-01-04,0,11,0,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,28.0,Female,Jaipur,1426.0,4.02,6.03125,111.65875,0.10648148148148148,0.3333333333333333,8.0
T00076,R0055,Zone_1,11.45,113.56,134.34,Cash,2023-11-11,1,1,0,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,32.0,Male,Delhi,1754.0,4.19,8.9625,138.695,0.028169014084507043,0.5555555555555556,8.0
T00077,R0115,Zone_4,5.6,54.45,54.1,Wallet,2023-11-26,0,9,1,0,Zone_4,4038,2.46,48.2,Business,High,2.0,40.0,Female,Bengaluru,2370.0,4.4,7.434909090909091,129.63363636363636,0.08771929824561403,0.16666666666666666,11.0
T00078,R0220,Zone_4,9.8,70.64,194.44,Credit Card,2024-06-02,0,3,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,32.0,Female,Kolkata,1227.0,3.78,11.16,223.06599999999997,0.12804878048780488,0.6666666666666666,5.0
T00079,R0080,Zone_10,9.88,54.31,143.26,Credit Card,2023-03-23,1,13,0,0,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,19.0,Female,Mumbai,1930.0,4.6,9.185,140.61333333333334,0.17142857142857143,0.5714285714285714,6.0
T00080,R0020,Zone_2,2.41,13.57,55.01,Credit Card,2023-08-16,1,15,0,1,Zone_2,6371,0.91,58.4,Residential,Low,0.0,35.0,Female,Chennai,2536.0,4.03,7.692857142857143,106.58,0.07636363636363637,0.875,7.0
T00081,R0278,Zone_5,11.95,92.3,191.734,UPI,2023-01-06,0,14,0,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,20.0,Female,Mumbai,1820.0,4.27,10.838888888888889,225.63822222222223,0.1514360313315927,0.3,9.0
T00082,R0264,Zone_9,2.96,24.84,67.86,Credit Card,2023-08-03,1,7,1,1,Zone_9,11037,1.83,56.1,Mixed,Medium,1.0,27.0,Other,Delhi,2759.0,3.59,4.1466666666666665,67.06,0.13432835820895522,0.5,3.0
T00083,R0213,Zone_1,1.47,10.77,19.52,Cash,2023-01-22,1,13,0,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,29.0,Female,Chennai,2641.0,3.74,6.81125,113.625,0.05689277899343545,0.4444444444444444,8.0
T00084,R0129,Zone_7,3.59,30.5,29.92,Cash,2023-10-16,1,22,0,0,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,35.0,Male,Hyderabad,1419.0,3.9,8.17090909090909,129.90727272727273,0.06289308176100629,0.5833333333333334,11.0
T00085,R0042,Zone_3,6.27,52.47,156.34,Cash,2023-01-22,0,7,1,1,Zone_3,12971,2.11,38.0,Business,High,2.0,18.0,Female,Chennai,1925.0,3.03,9.232,147.696,0.16666666666666666,0.0,5.0
T00086,R0254,Zone_2,8.55,54.29,70.74,Wallet,2023-01-20,1,20,1,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,18.0,Male,Delhi,2362.0,3.68,11.767142857142858,173.5142857142857,0.19230769230769232,0.375,7.0
T00087,R0227,Zone_7,4.14,37.02,34.19,Credit Card,2023-04-03,1,15,0,0,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,25.0,Other,Pune,2238.0,4.12,5.664,101.642,0.07165109034267912,0.5,5.0
T00088,R0145,Zone_3,11.72,88.45,158.4,Credit Card,2023-11-29,1,12,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,36.0,Female,Jaipur,1357.0,4.3,11.585,163.66500000000002,0.19282511210762332,0.2,4.0
T00089,R0154,Zone_3,9.26,64.5,184.33,Credit Card,2023-02-15,0,17,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,18.0,Other,Kolkata,2712.0,4.68,10.811384615384615,158.42461538461538,0.16916488222698073,0.35714285714285715,13.0
T00090,R0009,Zone_7,4.53,39.15,79.95,Cash,2024-07-12,0,14,0,0,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,42.0,Female,Ahmedabad,2447.0,4.11,9.268571428571429,130.91285714285715,0.12138728323699421,0.375,7.0
T00091,R0205,Zone_1,12.44,87.74,134.42,Wallet,2023-02-27,1,20,1,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,31.62815884476534,Male,Surat,2664.0,4.66,6.387499999999999,66.475,0.13861386138613863,0.6,4.0
T00092,R0059,Zone_4,13.81,120.47,115.41,Cash,2024-01-22,0,23,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,43.0,Male,Delhi,1851.0,3.27,8.75,133.695,0.030726256983240222,0.4,4.0
T00093,R0119,Zone_4,7.51,47.47,142.75,UPI,2024-04-21,0,12,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,31.62815884476534,Male,Hyderabad,1210.0,4.39,5.846,80.588,0.03225806451612903,0.3333333333333333,5.0
T00094,R0271,Zone_7,6.93,58.93,105.07,Wallet,2024-04-18,1,8,1,0,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,22.0,Male,Bengaluru,1420.0,4.37,8.1275,116.0975,0.1016949152542373,0.4444444444444444,8.0
T00095,R0004,Zone_3,0.87,6.04,16.87,UPI,2024-04-09,0,14,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,19.0,Male,Kolkata,2587.0,3.19,6.201666666666667,113.83833333333332,0.010752688172043012,0.2857142857142857,6.0
T00096,R0298,Zone_5,5.96,50.55,107.7,Cash,2023-02-16,0,12,0,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,35.0,Female,Ahmedabad,2346.0,3.88,9.027142857142858,150.88542857142855,0.16666666666666666,0.375,7.0
T00097,R0061,Zone_4,6.54,53.61,149.53,UPI,2023-12-24,0,0,0,1,Zone_4,4038,2.46,48.2,Business,High,2.0,25.0,Male,Mumbai,2198.0,3.69,8.6175,149.185,0.14792899408284024,0.2,4.0
T00098,R0127,Zone_8,9.23,58.17,197.25,Wallet,2023-09-07,1,6,0,1,Zone_8,4516,1.93,31.0,Business,Medium,1.0,31.62815884476534,Male,Chennai,2354.0,4.83,7.867777777777778,155.60777777777778,0.045454545454545456,0.3,9.0
T00099,R0290,Zone_2,7.16,64.31,116.82,Credit Card,2023-07-01,0,8,1,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,34.0,Other,Chennai,2304.0,4.28,7.58,119.74111111111112,0.023529411764705882,0.4,9.0
T00100,R0127,Zone_4,9.22,74.324,200.69,Wallet,2023-04-02,0,23,0,1,Zone_4,4038,2.46,48.2,Business,High,2.0,31.62815884476534,Male,Chennai,2354.0,4.83,7.867777777777778,155.60777777777778,0.045454545454545456,0.3,9.0
T00101,R0296,Zone_7,15.67,121.5,388.0,Cash,2024-01-11,1,0,0,1,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,37.0,Other,Hyderabad,2014.0,3.97,11.351428571428572,187.83285714285714,0.1483375959079284,0.375,7.0
T00102,R0088,Zone_5,5.35,53.28,125.86,Credit Card,2023-05-10,0,11,0,1,Zone_5,2590,1.31,43.9,Business,Medium,1.0,22.0,Male,Jaipur,2608.0,4.78,7.78125,111.72,0.0,0.6666666666666666,8.0
T00103,R0247,Zone_5,5.55,40.75,125.3,UPI,2024-04-15,1,7,1,1,Zone_5,2590,1.31,43.9,Business,Medium,1.0,37.0,Male,Bengaluru,1934.0,4.92,10.267692307692307,183.63923076923078,0.188,0.35714285714285715,13.0
T00104,R0021,Zone_1,1.45,8.94,13.26,UPI,2023-06-28,1,23,0,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,37.0,Female,Pune,2668.0,3.91,8.68,172.39749999999998,0.04461942257217848,0.4,4.0
T00105,R0210,Zone_5,7.96,45.79,63.84,UPI,2024-06-22,1,10,0,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,34.0,Other,Mumbai,1698.0,3.4,10.135,129.5475,0.05263157894736842,0.8,4.0
T00106,R0073,Zone_1,12.88,86.01,193.62,Wallet,2023-10-13,1,18,1,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,41.0,Other,Ahmedabad,1895.0,3.01,8.734444444444444,141.74444444444444,0.06109979633401222,0.4,9.0
T00107,R0051,Zone_3,0.76,6.83,9.71,Credit Card,2023-05-22,0,16,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,21.0,Male,Kolkata,2335.0,4.02,5.917199999999999,110.102,0.06542056074766354,0.45454545454545453,10.0
T00108,R0185,Zone_5,4.67,31.35,52.05,Cash,2024-02-03,1,7,1,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,27.0,Male,Delhi,1826.0,4.05,6.568571428571429,106.29714285714286,0.0594059405940594,0.375,7.0
T00109,R0162,Zone_2,8.18,49.59,93.5,Credit Card,2024-01-14,1,2,0,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,30.0,Male,Hyderabad,1109.0,4.28,8.855,156.15,0.09620253164556962,0.5714285714285714,6.0
T00110,R0075,Zone_4,12.114,116.83,202.81,Credit Card,2023-06-30,1,2,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,18.0,Female,Mumbai,1945.0,4.83,11.7535,168.93550000000002,0.06422018348623854,0.6,4.0
